mapid	source	spanX	spanY	scrollX_800x600	scrollY_800x600	scrollX_1280x720	scrollY_1280x720	pinned_1280x720
980000301	VR	3234	1097	2434	497	1954	377	0
914090005	VR	800	600	0	0	0	0	1
926023301	VR	990	685	190	85	0	0	1
990000401	VR	1890	852	1090	252	610	132	0
980033200	VR	870	600	70	0	0	0	1
922230002	VR	1197	1595	397	995	0	875	1
922000009	VR	853	600	53	0	0	0	1
926010045	VR	990	685	190	85	0	0	1
910000016	foothold-est	1346	955	546	355	66	235	0
925023508	VR	990	806	190	206	0	86	1
910060000	foothold-est	1609	1025	809	425	329	305	0
910120000	foothold-est	1463	687	663	87	183	0	1
970030020	VR	800	600	0	0	0	0	1
926023103	VR	990	685	190	85	0	0	1
926120405	VR	980	1245	180	645	0	525	1
910500200	foothold-est	1842	1853	1042	1253	562	1133	0
926110200	VR	2471	594	1671	0	1191	0	1
980043002	VR	800	3510	0	2910	0	2790	1
925021001	VR	990	806	190	206	0	86	1
980042001	none							?
910500100	foothold-est	2028	656	1228	56	748	0	1
926023405	VR	990	685	190	85	0	0	1
922212800	VR	1335	1526	535	926	55	806	0
925031000	VR	990	806	190	206	0	86	1
925022004	VR	990	806	190	206	0	86	1
920011100	VR	800	3015	0	2415	0	2295	1
980000103	VR	805	600	5	0	0	0	1
912010200	VR	894	587	94	0	0	0	1
926010081	VR	990	685	190	85	0	0	1
926010030	VR	990	685	190	85	0	0	1
913010200	VR	1258	965	458	365	0	245	1
925021908	VR	990	806	190	206	0	86	1
925021302	VR	990	806	190	206	0	86	1
922210400	VR	1335	1526	535	926	55	806	0
925033000	VR	990	806	190	206	0	86	1
926010019	VR	990	685	190	85	0	0	1
925023600	VR	990	806	190	206	0	86	1
926021106	VR	990	685	190	85	0	0	1
925032101	VR	990	806	190	206	0	86	1
926100300	VR	1328	596	528	0	48	0	1
980042107	none							?
925022609	VR	990	806	190	206	0	86	1
912030002	none							?
925022303	VR	990	806	190	206	0	86	1
980043000	VR	800	3510	0	2910	0	2790	1
913000200	VR	1798	1495	998	895	518	775	0
925030504	VR	990	806	190	206	0	86	1
910040006	VR	1080	600	280	0	0	0	1
926013203	VR	990	685	190	85	0	0	1
925020106	VR	990	806	190	206	0	86	1
925030804	VR	990	806	190	206	0	86	1
910020300	foothold-est	1030	4600	230	4000	0	3880	1
925022107	VR	990	806	190	206	0	86	1
925023506	VR	990	806	190	206	0	86	1
925020702	VR	990	806	190	206	0	86	1
925030904	VR	990	806	190	206	0	86	1
980032104	VR	1745	1650	945	1050	465	930	0
980032107	VR	1745	1650	945	1050	465	930	0
926100500	VR	1120	590	320	0	0	0	1
925023504	VR	990	806	190	206	0	86	1
925022207	VR	990	806	190	206	0	86	1
990000431	VR	900	770	100	170	0	50	1
926010062	VR	990	685	190	85	0	0	1
980031002	VR	870	600	70	0	0	0	1
926012202	VR	990	685	190	85	0	0	1
925022302	VR	990	806	190	206	0	86	1
926022507	VR	990	685	190	85	0	0	1
980000502	VR	801	598	1	0	0	0	1
926023505	VR	990	685	190	85	0	0	1
922240108	VR	905	720	105	120	0	0	1
980033007	VR	870	600	70	0	0	0	1
925022200	VR	990	806	190	206	0	86	1
910300000	VR	2063	1687	1263	1087	783	967	0
926012401	VR	990	685	190	85	0	0	1
910320024	VR	800	600	0	0	0	0	1
925022905	VR	990	806	190	206	0	86	1
926021506	VR	990	685	190	85	0	0	1
925021707	VR	990	806	190	206	0	86	1
925033702	VR	990	806	190	206	0	86	1
925031804	VR	990	806	190	206	0	86	1
910320022	VR	800	600	0	0	0	0	1
922212500	VR	1335	1526	535	926	55	806	0
925100300	VR	2393	983	1593	383	1113	263	0
926012403	VR	990	685	190	85	0	0	1
925022901	VR	990	806	190	206	0	86	1
926010048	VR	990	685	190	85	0	0	1
925022505	VR	990	806	190	206	0	86	1
926010046	VR	990	685	190	85	0	0	1
980042006	none							?
910320101	VR	800	600	0	0	0	0	1
980043207	none							?
925021109	VR	990	806	190	206	0	86	1
926010074	VR	990	685	190	85	0	0	1
926021307	VR	990	685	190	85	0	0	1
925022601	VR	990	806	190	206	0	86	1
980042100	foothold-est	4708	1818	3908	1218	3428	1098	0
926012301	VR	990	685	190	85	0	0	1
910330206	VR	800	600	0	0	0	0	1
926012504	VR	990	685	190	85	0	0	1
910040300	VR	1890	1532	1090	932	610	812	0
910040005	VR	1080	600	280	0	0	0	1
925022608	VR	990	806	190	206	0	86	1
910010000	foothold-est	1840	1165	1040	565	560	445	0
926023201	VR	990	685	190	85	0	0	1
930010000	VR	793	596	0	0	0	0	1
925030203	VR	990	806	190	206	0	86	1
910320303	VR	800	600	0	0	0	0	1
925032802	VR	990	806	190	206	0	86	1
926010026	VR	990	685	190	85	0	0	1
925032803	VR	990	806	190	206	0	86	1
980032208	VR	870	600	70	0	0	0	1
926010036	VR	990	685	190	85	0	0	1
980041108	none							?
980042206	none							?
925033100	VR	990	806	190	206	0	86	1
980042009	none							?
926010071	VR	990	685	190	85	0	0	1
925021300	VR	990	806	190	206	0	86	1
910033304	VR	900	735	100	135	0	15	1
926020501	VR	990	685	190	85	0	0	1
925022807	VR	990	806	190	206	0	86	1
970030004	foothold-est	850	160	50	0	0	0	1
925022809	VR	990	806	190	206	0	86	1
925010400	foothold-est	943	160	143	0	0	0	1
925031600	VR	990	806	190	206	0	86	1
925022902	VR	990	806	190	206	0	86	1
926100000	VR	3166	596	2366	0	1886	0	1
925033002	VR	990	806	190	206	0	86	1
980032003	VR	870	600	70	0	0	0	1
900020210	foothold-est	1660	160	860	0	380	0	1
926100600	VR	794	596	0	0	0	0	1
925031400	VR	990	806	190	206	0	86	1
925022909	VR	990	806	190	206	0	86	1
990000900	VR	1440	842	640	242	160	122	0
926010043	VR	990	685	190	85	0	0	1
980042203	none							?
926020309	VR	990	685	190	85	0	0	1
925022802	VR	990	806	190	206	0	86	1
925020306	VR	990	806	190	206	0	86	1
980041107	none							?
980032103	VR	1745	1650	945	1050	465	930	0
925032403	VR	990	806	190	206	0	86	1
926010041	VR	990	685	190	85	0	0	1
925033001	VR	990	806	190	206	0	86	1
910031022	VR	1250	1985	450	1385	0	1265	1
926010100	VR	990	685	190	85	0	0	1
926010103	VR	990	685	190	85	0	0	1
910330204	VR	800	600	0	0	0	0	1
980031001	VR	870	600	70	0	0	0	1
914090012	VR	800	600	0	0	0	0	1
926022405	VR	990	685	190	85	0	0	1
926021204	VR	990	685	190	85	0	0	1
925022803	VR	990	806	190	206	0	86	1
926011300	VR	990	685	190	85	0	0	1
925022800	VR	990	806	190	206	0	86	1
926010047	VR	990	685	190	85	0	0	1
925023203	VR	990	806	190	206	0	86	1
925023204	VR	990	806	190	206	0	86	1
925033201	VR	990	806	190	206	0	86	1
925032704	VR	990	806	190	206	0	86	1
926120410	VR	800	600	0	0	0	0	1
926020208	VR	990	685	190	85	0	0	1
914000300	VR	1078	1080	278	480	0	360	1
980031200	VR	870	600	70	0	0	0	1
910031013	VR	1250	1985	450	1385	0	1265	1
925033103	VR	990	806	190	206	0	86	1
910040120	VR	1080	600	280	0	0	0	1
926010080	VR	990	685	190	85	0	0	1
990000200	VR	1885	919	1085	319	605	199	0
925022704	VR	990	806	190	206	0	86	1
925031302	VR	990	806	190	206	0	86	1
926010003	VR	990	685	190	85	0	0	1
926010000	VR	1440	707	640	107	160	0	1
925022508	VR	990	806	190	206	0	86	1
910320021	VR	800	600	0	0	0	0	1
980044100	VR	4670	920	3870	320	3390	200	0
922010404	foothold-est	1906	535	1106	0	626	0	1
980000100	VR	805	600	5	0	0	0	1
926023206	VR	990	685	190	85	0	0	1
922241017	VR	1200	1190	400	590	0	470	1
910031011	VR	1250	1985	450	1385	0	1265	1
926010057	VR	990	685	190	85	0	0	1
925030202	VR	990	806	190	206	0	86	1
925023103	VR	990	806	190	206	0	86	1
926010058	VR	990	685	190	85	0	0	1
925023602	VR	990	806	190	206	0	86	1
930000500	VR	3050	4580	2250	3980	1770	3860	0
925020304	VR	990	806	190	206	0	86	1
925022404	VR	990	806	190	206	0	86	1
922020200	VR	800	600	0	0	0	0	1
925023507	VR	990	806	190	206	0	86	1
914100010	VR	3058	759	2258	159	1778	39	0
925021304	VR	990	806	190	206	0	86	1
925022003	VR	990	806	190	206	0	86	1
925023601	VR	990	806	190	206	0	86	1
926022504	VR	990	685	190	85	0	0	1
926012500	VR	990	685	190	85	0	0	1
910020103	foothold-est	1030	4960	230	4360	0	4240	1
914100020	VR	1359	600	559	0	79	0	1
925023606	VR	990	806	190	206	0	86	1
925031403	VR	990	806	190	206	0	86	1
910020100	foothold-est	1030	4960	230	4360	0	4240	1
925023609	VR	990	806	190	206	0	86	1
925031701	VR	990	806	190	206	0	86	1
925032201	VR	990	806	190	206	0	86	1
980044004	none							?
980033300	VR	835	600	35	0	0	0	1
980031204	VR	870	600	70	0	0	0	1
910033311	VR	900	735	100	135	0	15	1
925031704	VR	990	806	190	206	0	86	1
922210900	VR	1335	1526	535	926	55	806	0
925030800	VR	990	806	190	206	0	86	1
980033008	VR	870	600	70	0	0	0	1
925030803	VR	990	806	190	206	0	86	1
900000000	foothold-est	3718	1265	2918	665	2438	545	0
925023802	VR	990	806	190	206	0	86	1
914000500	VR	2698	1080	1898	480	1418	360	0
925023804	VR	990	806	190	206	0	86	1
914010200	VR	2068	1670	1268	1070	788	950	0
910320000	VR	800	600	0	0	0	0	1
930000000	VR	808	730	8	130	0	10	1
925030403	VR	990	806	190	206	0	86	1
926020500	VR	990	685	190	85	0	0	1
925000000	VR	1703	1520	903	920	423	800	0
910033312	VR	900	735	100	135	0	15	1
920010911	foothold-est	770	1735	0	1135	0	1015	1
925030103	VR	990	806	190	206	0	86	1
925020605	VR	990	806	190	206	0	86	1
925021600	VR	990	806	190	206	0	86	1
925023102	VR	990	806	190	206	0	86	1
926023406	VR	990	685	190	85	0	0	1
922212100	VR	1335	1526	535	926	55	806	0
925030204	VR	990	806	190	206	0	86	1
926020305	VR	990	685	190	85	0	0	1
922240115	VR	905	720	105	120	0	0	1
922212000	VR	1335	1526	535	926	55	806	0
990000501	VR	2250	840	1450	240	970	120	0
913040011	foothold-est	940	160	140	0	0	0	1
990000100	VR	2515	1521	1715	921	1235	801	0
925030700	VR	990	806	190	206	0	86	1
910510201	VR	1435	890	635	290	155	170	0
900090104	VR	800	600	0	0	0	0	1
926010039	VR	990	685	190	85	0	0	1
925030500	VR	990	806	190	206	0	86	1
920011300	VR	800	1935	0	1335	0	1215	1
970030002	foothold-est	850	160	50	0	0	0	1
926012200	VR	990	685	190	85	0	0	1
914090011	VR	800	600	0	0	0	0	1
980041006	none							?
926010066	VR	990	685	190	85	0	0	1
925021706	VR	990	806	190	206	0	86	1
925020001	VR	998	806	198	206	0	86	1
913040003	VR	800	600	0	0	0	0	1
910600000	foothold-est	2188	1057	1388	457	908	337	0
925010300	foothold-est	1390	460	590	0	110	0	1
925030702	VR	990	806	190	206	0	86	1
925030703	VR	990	806	190	206	0	86	1
980032102	VR	1745	1650	945	1050	465	930	0
926013401	VR	990	685	190	85	0	0	1
926010050	VR	990	685	190	85	0	0	1
910000000	VR	2377	1425	1577	825	1097	705	0
980010301	foothold-est	1390	785	590	185	110	65	0
970000100	foothold-est	1210	550	410	0	0	0	1
925023403	VR	990	806	190	206	0	86	1
926022503	VR	990	685	190	85	0	0	1
925022202	VR	990	806	190	206	0	86	1
990001000	VR	2786	599	1986	0	1506	0	1
922240007	VR	9720	934	8920	334	8440	214	0
925020300	VR	990	806	190	206	0	86	1
980043001	VR	800	3510	0	2910	0	2790	1
926012502	VR	990	685	190	85	0	0	1
926010088	VR	990	685	190	85	0	0	1
925031004	VR	990	806	190	206	0	86	1
910033216	VR	2430	1298	1630	698	1150	578	0
926013500	VR	990	685	190	85	0	0	1
922230201	VR	904	8244	104	7644	0	7524	1
926010501	VR	990	685	190	85	0	0	1
922241011	VR	1200	1190	400	590	0	470	1
910033113	VR	2160	1297	1360	697	880	577	0
925033504	VR	990	806	190	206	0	86	1
925031202	VR	990	806	190	206	0	86	1
925022401	VR	990	806	190	206	0	86	1
925031204	VR	990	806	190	206	0	86	1
980000501	VR	2696	845	1896	245	1416	125	0
925021704	VR	990	806	190	206	0	86	1
922010900	VR	1820	600	1020	0	540	0	1
925021103	VR	990	806	190	206	0	86	1
980043201	none							?
925021708	VR	990	806	190	206	0	86	1
910031000	VR	1250	1355	450	755	0	635	1
925031402	VR	990	806	190	206	0	86	1
926012204	VR	990	685	190	85	0	0	1
925023703	VR	990	806	190	206	0	86	1
925031102	VR	990	806	190	206	0	86	1
925031501	VR	990	806	190	206	0	86	1
922240017	VR	9720	934	8920	334	8440	214	0
980041008	none							?
930000400	VR	3323	1370	2523	770	2043	650	0
925031104	VR	990	806	190	206	0	86	1
925031601	VR	990	806	190	206	0	86	1
925031602	VR	990	806	190	206	0	86	1
910033303	VR	900	735	100	135	0	15	1
925020706	VR	990	806	190	206	0	86	1
925031700	VR	990	806	190	206	0	86	1
926022404	VR	990	685	190	85	0	0	1
926021102	VR	990	685	190	85	0	0	1
925031703	VR	990	806	190	206	0	86	1
910033000	VR	2160	735	1360	135	880	15	0
910033202	VR	2430	1298	1630	698	1150	578	0
925031301	VR	990	806	190	206	0	86	1
925031802	VR	990	806	190	206	0	86	1
926023303	VR	990	685	190	85	0	0	1
980033101	VR	1995	1170	1195	570	715	450	0
925031900	VR	990	806	190	206	0	86	1
914090014	VR	800	600	0	0	0	0	1
925021806	VR	990	806	190	206	0	86	1
925023500	VR	990	806	190	206	0	86	1
926023107	VR	990	685	190	85	0	0	1
910031001	VR	1250	1985	450	1385	0	1265	1
925032001	VR	990	806	190	206	0	86	1
925032504	VR	990	806	190	206	0	86	1
926013502	VR	990	685	190	85	0	0	1
980000300	VR	799	644	0	44	0	0	1
914100021	VR	1359	600	559	0	79	0	1
925023607	VR	990	806	190	206	0	86	1
925032102	VR	990	806	190	206	0	86	1
980043005	VR	800	3510	0	2910	0	2790	1
925020903	VR	990	806	190	206	0	86	1
926023409	VR	990	685	190	85	0	0	1
930000700	VR	808	630	8	30	0	0	1
926023204	VR	990	685	190	85	0	0	1
980000504	VR	801	598	1	0	0	0	1
910000019	foothold-est	1650	846	850	246	370	126	0
926100203	VR	1180	595	380	0	0	0	1
922211900	VR	1335	1526	535	926	55	806	0
990000440	VR	4580	2120	3780	1520	3300	1400	0
910033318	VR	900	735	100	135	0	15	1
922230204	VR	904	8244	104	7644	0	7524	1
926011204	VR	990	685	190	85	0	0	1
925023706	VR	990	806	190	206	0	86	1
925032402	VR	990	806	190	206	0	86	1
926023309	VR	990	685	190	85	0	0	1
980030010	VR	805	600	5	0	0	0	1
925030104	VR	990	806	190	206	0	86	1
914090000	VR	800	600	0	0	0	0	1
925033500	VR	990	806	190	206	0	86	1
925021500	VR	990	806	190	206	0	86	1
925100500	VR	1194	983	394	383	0	263	1
926011103	VR	990	685	190	85	0	0	1
925032601	VR	990	806	190	206	0	86	1
925032602	VR	990	806	190	206	0	86	1
970030000	VR	1168	670	368	70	0	0	1
926130200	VR	974	600	174	0	0	0	1
926022501	VR	990	685	190	85	0	0	1
925031903	VR	990	806	190	206	0	86	1
925032702	VR	990	806	190	206	0	86	1
925030901	VR	990	806	190	206	0	86	1
922200000	VR	1347	1152	547	552	67	432	0
925022707	VR	990	806	190	206	0	86	1
926012102	VR	990	685	190	85	0	0	1
925021307	VR	990	806	190	206	0	86	1
926023308	VR	990	685	190	85	0	0	1
910040001	VR	900	600	100	0	0	0	1
922230305	foothold-est	948	4600	148	4000	0	3880	1
900010100	foothold-est	1660	160	860	0	380	0	1
925032404	VR	990	806	190	206	0	86	1
922210300	foothold-est	850	160	50	0	0	0	1
925021607	VR	990	806	190	206	0	86	1
980032400	VR	834	600	34	0	0	0	1
926021107	VR	990	685	190	85	0	0	1
922230000	VR	1197	1380	397	780	0	660	1
925033003	VR	990	806	190	206	0	86	1
925033004	VR	990	806	190	206	0	86	1
926022207	VR	990	685	190	85	0	0	1
926023306	VR	990	685	190	85	0	0	1
925033102	VR	990	806	190	206	0	86	1
925023605	VR	990	806	190	206	0	86	1
910033210	VR	2430	1298	1630	698	1150	578	0
910033212	VR	2430	1298	1630	698	1150	578	0
910320016	VR	800	600	0	0	0	0	1
926130203	VR	974	600	174	0	0	0	1
925033203	VR	990	806	190	206	0	86	1
910030000	foothold-est	1660	640	860	40	380	0	1
980043200	none							?
922240102	VR	905	720	105	120	0	0	1
970020003	VR	1518	720	718	120	238	0	1
980041208	none							?
925033304	VR	990	806	190	206	0	86	1
910040000	VR	900	600	100	0	0	0	1
925033401	VR	990	806	190	206	0	86	1
913040002	VR	800	600	0	0	0	0	1
926020504	VR	990	685	190	85	0	0	1
910040100	VR	1890	1532	1090	932	610	812	0
920010922	foothold-est	770	1915	0	1315	0	1195	1
910031003	VR	1250	1985	450	1385	0	1265	1
922211000	VR	1335	1526	535	926	55	806	0
925021507	VR	990	806	190	206	0	86	1
925021802	VR	990	806	190	206	0	86	1
926013102	VR	990	685	190	85	0	0	1
922241002	VR	1200	1190	400	590	0	470	1
925033602	VR	990	806	190	206	0	86	1
926023408	VR	990	685	190	85	0	0	1
926022500	VR	990	685	190	85	0	0	1
910033117	VR	2160	1297	1360	697	880	577	0
925033701	VR	990	806	190	206	0	86	1
925022602	VR	990	806	190	206	0	86	1
925023206	VR	990	806	190	206	0	86	1
925033704	VR	990	806	190	206	0	86	1
925030401	VR	990	806	190	206	0	86	1
920010400	foothold-est	3360	1300	2560	700	2080	580	0
980032006	VR	870	600	70	0	0	0	1
910120004	none							?
925030100	VR	990	806	190	206	0	86	1
925021305	VR	990	806	190	206	0	86	1
926010025	VR	990	685	190	85	0	0	1
925032701	VR	990	806	190	206	0	86	1
922240105	VR	905	720	105	120	0	0	1
926010067	VR	990	685	190	85	0	0	1
925100200	VR	2393	983	1593	383	1113	263	0
980041004	none							?
920020000	foothold-est	2730	1547	1930	947	1450	827	0
925020404	VR	990	806	190	206	0	86	1
910033004	VR	2160	735	1360	135	880	15	0
925100302	VR	2394	983	1594	383	1114	263	0
925022801	VR	990	806	190	206	0	86	1
925020609	VR	990	806	190	206	0	86	1
925020703	VR	990	806	190	206	0	86	1
925021409	VR	990	806	190	206	0	86	1
925110000	VR	1264	1666	464	1066	0	946	1
922212300	VR	1335	1526	535	926	55	806	0
990000301	VR	1890	890	1090	290	610	170	0
990000300	VR	2160	905	1360	305	880	185	0
925020808	VR	990	806	190	206	0	86	1
910330202	VR	800	600	0	0	0	0	1
980000200	VR	805	600	5	0	0	0	1
980032204	VR	870	600	70	0	0	0	1
926010010	VR	990	685	190	85	0	0	1
925031103	VR	990	806	190	206	0	86	1
914000100	VR	2788	1080	1988	480	1508	360	0
926010013	VR	990	685	190	85	0	0	1
926010014	VR	990	685	190	85	0	0	1
925010100	foothold-est	1390	1060	590	460	110	340	0
925021204	VR	990	806	190	206	0	86	1
926010017	VR	990	685	190	85	0	0	1
910033019	VR	2160	735	1360	135	880	15	0
922240019	VR	9720	934	8920	334	8440	214	0
926110303	VR	780	3606	0	3006	0	2886	1
980043208	none							?
926100200	VR	2471	594	1671	0	1191	0	1
925022103	VR	990	806	190	206	0	86	1
926013400	VR	990	685	190	85	0	0	1
980044101	none							?
926011501	VR	990	685	190	85	0	0	1
925021901	VR	990	806	190	206	0	86	1
926020409	VR	990	685	190	85	0	0	1
926010029	VR	990	685	190	85	0	0	1
926010403	VR	990	685	190	85	0	0	1
926010031	VR	990	685	190	85	0	0	1
925022304	VR	990	806	190	206	0	86	1
980043206	none							?
910031018	VR	1250	1985	450	1385	0	1265	1
926021300	VR	990	685	190	85	0	0	1
922240003	VR	9720	934	8920	334	8440	214	0
910040012	VR	900	900	100	300	0	180	1
925020207	VR	990	806	190	206	0	86	1
925032004	VR	990	806	190	206	0	86	1
910510001	VR	1435	890	635	290	155	170	0
925100400	VR	1984	983	1184	383	704	263	0
926010018	VR	990	685	190	85	0	0	1
922241009	VR	1200	1190	400	590	0	470	1
926010044	VR	990	685	190	85	0	0	1
910010300	foothold-est	850	160	50	0	0	0	1
926020104	VR	990	685	190	85	0	0	1
980032205	VR	870	600	70	0	0	0	1
926022406	VR	990	685	190	85	0	0	1
926010049	VR	990	685	190	85	0	0	1
925033601	VR	990	806	190	206	0	86	1
926010051	VR	990	685	190	85	0	0	1
925100600	VR	1108	983	308	383	0	263	1
910320200	VR	800	600	0	0	0	0	1
921100300	VR	1620	1523	820	923	340	803	0
926010055	VR	990	685	190	85	0	0	1
922230101	VR	904	2144	104	1544	0	1424	1
925032203	VR	990	806	190	206	0	86	1
926012404	VR	990	685	190	85	0	0	1
910033213	VR	2430	1298	1630	698	1150	578	0
910031025	VR	1250	1985	450	1385	0	1265	1
926020203	VR	990	685	190	85	0	0	1
922240110	VR	905	720	105	120	0	0	1
910060002	none							?
913040001	VR	800	600	0	0	0	0	1
926010065	VR	990	685	190	85	0	0	1
925023000	VR	990	806	190	206	0	86	1
950000000	VR	800	600	0	0	0	0	1
910033003	VR	2160	735	1360	135	880	15	0
910040220	VR	1080	600	280	0	0	0	1
926010070	VR	990	685	190	85	0	0	1
920010200	VR	3049	1632	2249	1032	1769	912	0
980043103	none							?
926022303	VR	990	685	190	85	0	0	1
910041220	VR	1080	600	280	0	0	0	1
926010075	VR	990	685	190	85	0	0	1
926010076	VR	990	685	190	85	0	0	1
925020900	VR	990	806	190	206	0	86	1
913010100	VR	1258	965	458	365	0	245	1
910330101	VR	800	600	0	0	0	0	1
922030011	VR	1973	560	1173	0	693	0	1
910320020	VR	800	600	0	0	0	0	1
925032603	VR	990	806	190	206	0	86	1
970000003	VR	800	600	0	0	0	0	1
926010084	VR	990	685	190	85	0	0	1
914000400	VR	1438	1080	638	480	158	360	0
926010086	VR	990	685	190	85	0	0	1
926021209	VR	990	685	190	85	0	0	1
900090103	VR	800	600	0	0	0	0	1
926010089	VR	990	685	190	85	0	0	1
926023506	VR	990	685	190	85	0	0	1
926021404	VR	990	685	190	85	0	0	1
925020507	VR	990	806	190	206	0	86	1
926022102	VR	990	685	190	85	0	0	1
910033207	VR	2430	1298	1630	698	1150	578	0
926010200	VR	990	685	190	85	0	0	1
910033319	VR	900	735	100	135	0	15	1
910330201	VR	800	600	0	0	0	0	1
913040101	VR	800	600	0	0	0	0	1
926010204	VR	990	685	190	85	0	0	1
980033208	VR	870	600	70	0	0	0	1
910330304	VR	800	600	0	0	0	0	1
926010302	VR	990	685	190	85	0	0	1
926010303	VR	990	685	190	85	0	0	1
926010042	VR	990	685	190	85	0	0	1
926021507	VR	990	685	190	85	0	0	1
926010401	VR	990	685	190	85	0	0	1
980032001	VR	870	600	70	0	0	0	1
926023104	VR	990	685	190	85	0	0	1
910033017	VR	2160	735	1360	135	880	15	0
925020012	VR	990	806	190	206	0	86	1
922212600	VR	1335	1526	535	926	55	806	0
925033804	VR	990	806	190	206	0	86	1
926013100	VR	990	685	190	85	0	0	1
922230300	foothold-est	948	4600	148	4000	0	3880	1
980041209	none							?
926011101	VR	990	685	190	85	0	0	1
925020403	VR	990	806	190	206	0	86	1
913020100	VR	1258	965	458	365	0	245	1
910040200	VR	1890	1532	1090	932	610	812	0
990001101	VR	2786	599	1986	0	1506	0	1
925022203	VR	990	806	190	206	0	86	1
910000012	VR	1745	1555	945	955	465	835	0
926021208	VR	990	685	190	85	0	0	1
926023304	VR	990	685	190	85	0	0	1
922240010	VR	9720	934	8920	334	8440	214	0
910031007	VR	1250	1985	450	1385	0	1265	1
926011302	VR	990	685	190	85	0	0	1
926010072	VR	990	685	190	85	0	0	1
926011304	VR	990	685	190	85	0	0	1
990000800	VR	1615	636	815	36	335	0	1
925021902	VR	990	806	190	206	0	86	1
926020205	VR	990	685	190	85	0	0	1
926011403	VR	990	685	190	85	0	0	1
925022408	VR	990	806	190	206	0	86	1
926010064	VR	990	685	190	85	0	0	1
926010027	VR	990	685	190	85	0	0	1
926011502	VR	990	685	190	85	0	0	1
925040000	VR	1230	6495	430	5895	0	5775	1
970000108	VR	795	600	0	0	0	0	1
926120407	VR	980	1245	180	645	0	525	1
970030010	foothold-est	850	160	50	0	0	0	1
925021201	VR	990	806	190	206	0	86	1
926010002	VR	990	685	190	85	0	0	1
910330209	VR	800	600	0	0	0	0	1
922220000	VR	3240	1340	2440	740	1960	620	0
926011301	VR	990	685	190	85	0	0	1
980031003	VR	870	600	70	0	0	0	1
926012203	VR	990	685	190	85	0	0	1
926021508	VR	990	685	190	85	0	0	1
925023608	VR	990	806	190	206	0	86	1
926011104	VR	990	685	190	85	0	0	1
910330103	VR	800	600	0	0	0	0	1
900020200	foothold-est	2110	160	1310	0	830	0	1
910100001	VR	1108	665	308	65	0	0	1
910033205	VR	2430	1298	1630	698	1150	578	0
926012402	VR	990	685	190	85	0	0	1
925033600	VR	990	806	190	206	0	86	1
970020002	VR	1528	840	728	240	248	120	0
925021208	VR	990	806	190	206	0	86	1
925022002	VR	990	806	190	206	0	86	1
926012501	VR	990	685	190	85	0	0	1
922241100	VR	1200	1190	400	590	0	470	1
910510100	VR	3598	3239	2798	2639	2318	2519	0
925022605	VR	990	806	190	206	0	86	1
926010503	VR	990	685	190	85	0	0	1
914090015	VR	800	600	0	0	0	0	1
925021206	VR	990	806	190	206	0	86	1
925023406	VR	990	806	190	206	0	86	1
910033102	VR	2160	1297	1360	697	880	577	0
926013200	VR	990	685	190	85	0	0	1
910000011	VR	1745	1555	945	955	465	835	0
926013202	VR	990	685	190	85	0	0	1
922241003	VR	1200	1190	400	590	0	470	1
925020010	VR	990	806	190	206	0	86	1
910033010	VR	2160	735	1360	135	880	15	0
980031100	VR	1995	1170	1195	570	715	450	0
925030802	VR	990	806	190	206	0	86	1
910200002	VR	1170	1475	370	875	0	755	1
914010100	VR	2068	1670	1268	1070	788	950	0
925023800	VR	990	806	190	206	0	86	1
980044203	none							?
925021408	VR	990	806	190	206	0	86	1
926013403	VR	990	685	190	85	0	0	1
926020502	VR	990	685	190	85	0	0	1
920010910	foothold-est	770	2455	0	1855	0	1735	1
926023208	VR	990	685	190	85	0	0	1
925031404	VR	990	806	190	206	0	86	1
980031104	VR	1995	1170	1195	570	715	450	0
926010400	VR	990	685	190	85	0	0	1
910031010	VR	1250	1985	450	1385	0	1265	1
925022104	VR	990	806	190	206	0	86	1
926020207	VR	990	685	190	85	0	0	1
925022102	VR	990	806	190	206	0	86	1
926020100	VR	990	685	190	85	0	0	1
910031005	VR	1250	1985	450	1385	0	1265	1
926020102	VR	990	685	190	85	0	0	1
925022108	VR	990	806	190	206	0	86	1
925021603	VR	990	806	190	206	0	86	1
926011303	VR	990	685	190	85	0	0	1
925020407	VR	990	806	190	206	0	86	1
910041320	VR	1080	600	280	0	0	0	1
910020104	foothold-est	1030	4960	230	4360	0	4240	1
922240109	VR	905	720	105	120	0	0	1
925022008	VR	990	806	190	206	0	86	1
926021101	VR	990	685	190	85	0	0	1
925020607	VR	990	806	190	206	0	86	1
926010069	VR	990	685	190	85	0	0	1
922211100	VR	1335	1526	535	926	55	806	0
926010054	VR	990	685	190	85	0	0	1
920010603	foothold-est	770	2035	0	1435	0	1315	1
925020509	VR	990	806	190	206	0	86	1
926013504	VR	990	685	190	85	0	0	1
926020209	VR	990	685	190	85	0	0	1
910330203	VR	800	600	0	0	0	0	1
926020301	VR	990	685	190	85	0	0	1
980041202	none							?
980044104	none							?
925031001	VR	990	806	190	206	0	86	1
926022407	VR	990	685	190	85	0	0	1
926020306	VR	990	685	190	85	0	0	1
926020307	VR	990	685	190	85	0	0	1
925020302	VR	990	806	190	206	0	86	1
926022106	VR	990	685	190	85	0	0	1
926020408	VR	990	685	190	85	0	0	1
925020000	VR	1595	1694	795	1094	315	974	0
922030001	VR	800	590	0	0	0	0	1
