array	rows	sets	categories	sample_row
String.wz/MonsterBook.img/7130000/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/7130000/reward/39
String.wz/MonsterBook.img/7130003/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/7130003/reward/26
String.wz/MonsterBook.img/7130020/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/7130020/reward/36
String.wz/MonsterBook.img/8110300/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/8110300/reward/28
String.wz/MonsterBook.img/8140101/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/8140101/reward/30
String.wz/MonsterBook.img/8140702/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/8140702/reward/28
String.wz/MonsterBook.img/8142000/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/8142000/reward/37
String.wz/MonsterBook.img/8150200/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/8150200/reward/33
String.wz/MonsterBook.img/8200002/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/8200002/reward/29
String.wz/MonsterBook.img/8200010/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/8200010/reward/23
String.wz/MonsterBook.img/8200011/reward	2	{'protect': 2}	{'ARRAY: append would duplicate an existing entry': 1, 'ARRAY: gap after an earlier refusal': 1}	String.wz/MonsterBook.img/8200011/reward/27
Character.wz/Glove/01082262.img/swingP2	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Character.wz/Glove/01082262.img/swingP2/2/lGlove
Character.wz/Glove/01082262.img/swingT2	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Character.wz/Glove/01082262.img/swingT2/2/lGlove
Character.wz/Glove/01082262.img/swingT3	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Character.wz/Glove/01082262.img/swingT3/0/lGlove
Character.wz/Longcoat/01052156.img/shootF	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Character.wz/Longcoat/01052156.img/shootF/2/mailArm
Character.wz/Longcoat/01052161.img/shootF	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Character.wz/Longcoat/01052161.img/shootF/2/mailArm
Character.wz/Weapon/01492024.img/stabT2	1	{'removed': 1}	{'ARRAY: prepend / different origin': 1}	Character.wz/Weapon/01492024.img/stabT2/0
Etc.wz/NpcLocation.img/2000	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Etc.wz/NpcLocation.img/2000/1
Etc.wz/NpcLocation.img/20001	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Etc.wz/NpcLocation.img/20001/1
Etc.wz/NpcLocation.img/20002	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Etc.wz/NpcLocation.img/20002/1
Etc.wz/NpcLocation.img/2001	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Etc.wz/NpcLocation.img/2001/2
Etc.wz/NpcLocation.img/2091005	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Etc.wz/NpcLocation.img/2091005/39
Etc.wz/NpcLocation.img/2091006	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Etc.wz/NpcLocation.img/2091006/7
Etc.wz/NpcLocation.img/2120002	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Etc.wz/NpcLocation.img/2120002/9
Etc.wz/NpcLocation.img/9000034	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Etc.wz/NpcLocation.img/9000034/7
Etc.wz/NpcLocation.img/9010000	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Etc.wz/NpcLocation.img/9010000/19
Item.wz/Consume/0202.img/02022504/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022504/reward/44
Item.wz/Consume/0202.img/02022505/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022505/reward/44
Item.wz/Consume/0202.img/02022506/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022506/reward/44
Item.wz/Consume/0202.img/02022507/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022507/reward/44
Item.wz/Consume/0202.img/02022508/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022508/reward/44
Item.wz/Consume/0202.img/02022509/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022509/reward/44
Item.wz/Consume/0202.img/02022510/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022510/reward/44
Item.wz/Consume/0202.img/02022511/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022511/reward/44
Item.wz/Consume/0202.img/02022512/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022512/reward/44
Item.wz/Consume/0202.img/02022513/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022513/reward/44
Item.wz/Consume/0202.img/02022515/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022515/reward/44
Item.wz/Consume/0202.img/02022516/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022516/reward/44
Item.wz/Consume/0202.img/02022517/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022517/reward/44
Item.wz/Consume/0202.img/02022518/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022518/reward/44
Item.wz/Consume/0202.img/02022519/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022519/reward/44
Item.wz/Consume/0202.img/02022520/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022520/reward/44
Item.wz/Consume/0202.img/02022521/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022521/reward/44
Item.wz/Consume/0202.img/02022522/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022522/reward/44
Item.wz/Consume/0202.img/02022523/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022523/reward/44
Item.wz/Consume/0202.img/02022524/reward	1	{'removed': 1}	{'ARRAY: append would duplicate an existing entry': 1}	Item.wz/Consume/0202.img/02022524/reward/44
Map.wz/Map/Map1/100000000.img/portal	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map1/100000000.img/portal/12/image
Map.wz/Map/Map1/100030000.img/portal	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map1/100030000.img/portal/13/script
Map.wz/Map/Map1/105040300.img/life	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map1/105040300.img/life/12/limitedname
Map.wz/Map/Map1/105040300.img/portal	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map1/105040300.img/portal/12/image
Map.wz/Map/Map1/120000105.img/foothold	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map1/120000105.img/foothold/1/1
Map.wz/Map/Map2/200000200.img/portal	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map2/200000200.img/portal/1/image
Map.wz/Map/Map2/211000000.img/portal	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map2/211000000.img/portal/11/image
Map.wz/Map/Map2/220000300.img/portal	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map2/220000300.img/portal/4/image
Map.wz/Map/Map2/222000000.img/life	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map2/222000000.img/life/22/limitedname
Map.wz/Map/Map2/240000000.img/life	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map2/240000000.img/life/19/limitedname
Map.wz/Map/Map2/250000000.img/life	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map2/250000000.img/life/17/limitedname
Map.wz/Map/Map1/102000004.img/foothold/1	1	{'protect': 1}	{'ARRAY: prepend / different origin': 1}	Map.wz/Map/Map1/102000004.img/foothold/1/0
Map.wz/Map/Map2/221030300.img/portal	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map2/221030300.img/portal/3/script
Map.wz/Map/Map2/221030501.img/portal	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map2/221030501.img/portal/2/script
Map.wz/Map/Map2/261000000.img/life	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/Map/Map2/261000000.img/life/9/limitedname
Map.wz/WorldMap/WorldMap.img/MapList	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Map.wz/WorldMap/WorldMap.img/MapList/4/path
Npc.wz/1013000.img/stand	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Npc.wz/1013000.img/stand/0/z
Quest.wz/Act.img/28178	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/28178/1/item
Quest.wz/Check.img/28178	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28178/1/item
Quest.wz/Check.img/28267	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28267/0/job
Quest.wz/Check.img/28268	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28268/0/job
Quest.wz/Check.img/28269	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28269/0/job
Quest.wz/Check.img/28270	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28270/0/job
Quest.wz/Check.img/28271	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28271/0/job
Quest.wz/Check.img/28272	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28272/0/job
Quest.wz/Check.img/28273	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28273/0/job
Quest.wz/Check.img/28274	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28274/0/job
Quest.wz/Check.img/28275	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28275/0/job
Quest.wz/Check.img/28276	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28276/0/job
Quest.wz/Check.img/28277	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28277/0/job
Quest.wz/Check.img/28278	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28278/0/job
Quest.wz/Check.img/28279	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28279/0/job
Quest.wz/Check.img/28280	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28280/0/job
Quest.wz/Check.img/28281	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28281/0/job
Quest.wz/Check.img/4919	1	{'removed': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/4919/0/job
Quest.wz/Act.img/21610	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/21610/1/item
Quest.wz/Act.img/21613	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/21613/1/item
Quest.wz/Act.img/2251	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/2251/1/item
Quest.wz/Act.img/28219	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/28219/0/item
Quest.wz/Act.img/28238	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/28238/0/item
Quest.wz/Act.img/28255	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/28255/1/item
Quest.wz/Act.img/28256	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/28256/0/item
Quest.wz/Act.img/3018	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/3018/1/item
Quest.wz/Act.img/3021	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/3021/1/item
Quest.wz/Act.img/3023	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/3023/1/item
Quest.wz/Act.img/3025	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/3025/1/item
Quest.wz/Act.img/3027	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/3027/1/item
Quest.wz/Act.img/3401	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/3401/1/item
Quest.wz/Act.img/3405	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/3405/1/exp
Quest.wz/Act.img/6180	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/6180/0/item
Quest.wz/Act.img/8002	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8002/1/exp
Quest.wz/Act.img/8005	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8005/1/exp
Quest.wz/Act.img/8007	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8007/1/exp
Quest.wz/Act.img/8012	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8012/1/exp
Quest.wz/Act.img/8013	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8013/1/exp
Quest.wz/Act.img/8028	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8028/1/exp
Quest.wz/Act.img/8029	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8029/1/exp
Quest.wz/Act.img/8030	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8030/1/exp
Quest.wz/Act.img/8032	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8032/1/exp
Quest.wz/Act.img/8033	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8033/1/exp
Quest.wz/Act.img/8034	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8034/1/exp
Quest.wz/Act.img/8035	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8035/1/exp
Quest.wz/Act.img/8038	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8038/1/exp
Quest.wz/Act.img/8040	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8040/1/exp
Quest.wz/Act.img/8042	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8042/1/exp
Quest.wz/Act.img/8043	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8043/1/exp
Quest.wz/Act.img/8047	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8047/1/exp
Quest.wz/Act.img/8052	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8052/1/exp
Quest.wz/Act.img/8064	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8064/1/exp
Quest.wz/Act.img/8068	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8068/1/exp
Quest.wz/Act.img/8069	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8069/1/exp
Quest.wz/Act.img/8077	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8077/1/exp
Quest.wz/Act.img/8081	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8081/1/exp
Quest.wz/Act.img/8254	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Act.img/8254/0/item
Quest.wz/Check.img/2001	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/2001/1/endscript
Quest.wz/Check.img/2034	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/2034/1/endscript
Quest.wz/Check.img/20504	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/20504/1/endmeso
Quest.wz/Check.img/20511	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/20511/1/endmeso
Quest.wz/Check.img/20512	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/20512/1/endmeso
Quest.wz/Check.img/20524	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/20524/1/endmeso
Quest.wz/Check.img/20525	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/20525/1/endmeso
Quest.wz/Check.img/20526	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/20526/1/endmeso
Quest.wz/Check.img/20532	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/20532/1/endmeso
Quest.wz/Check.img/20534	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/20534/1/endmeso
Quest.wz/Check.img/2156	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/2156/1/item
Quest.wz/Check.img/21602	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/21602/1/endmeso
Quest.wz/Check.img/21605	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/21605/1/endmeso
Quest.wz/Check.img/21606	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/21606/1/endmeso
Quest.wz/Check.img/21609	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/21609/1/endmeso
Quest.wz/Check.img/21610	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/21610/1/item
Quest.wz/Check.img/21611	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/21611/1/endmeso
Quest.wz/Check.img/21613	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/21613/1/item
Quest.wz/Check.img/21615	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/21615/1/endmeso
Quest.wz/Check.img/21617	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/21617/1/endmeso
Quest.wz/Check.img/21733	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/21733/1/mob
Quest.wz/Check.img/21743	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/21743/1/endmeso
Quest.wz/Check.img/21750	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/21750/0/quest
Quest.wz/Check.img/2215	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/2215/1/endmeso
Quest.wz/Check.img/2244	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/2244/1/mob
Quest.wz/Check.img/2251	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/2251/0/endscript
Quest.wz/Check.img/2293	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/2293/1/endscript
Quest.wz/Check.img/28179	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28179/1/item
Quest.wz/Check.img/28198	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28198/1/item
Quest.wz/Check.img/28219	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28219/1/item
Quest.wz/Check.img/28238	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28238/1/item
Quest.wz/Check.img/28256	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28256/1/item
Quest.wz/Check.img/28262	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28262/1/item
Quest.wz/Check.img/28344	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/28344/1/item
Quest.wz/Check.img/3021	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3021/1/item
Quest.wz/Check.img/3023	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3023/1/item
Quest.wz/Check.img/3025	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3025/1/item
Quest.wz/Check.img/3027	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3027/1/item
Quest.wz/Check.img/3029	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3029/1/item
Quest.wz/Check.img/3046	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3046/1/endmeso
Quest.wz/Check.img/3048	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3048/1/endmeso
Quest.wz/Check.img/3069	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3069/1/endmeso
Quest.wz/Check.img/3079	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3079/1/endmeso
Quest.wz/Check.img/3095	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3095/1/endmeso
Quest.wz/Check.img/3305	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3305/1/endmeso
Quest.wz/Check.img/3306	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3306/1/endmeso
Quest.wz/Check.img/3377	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3377/1/endmeso
Quest.wz/Check.img/3414	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3414/1/endscript
Quest.wz/Check.img/3437	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3437/1/endscript
Quest.wz/Check.img/3454	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3454/1/endscript
Quest.wz/Check.img/3514	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3514/0/startscript
Quest.wz/Check.img/3522	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3522/1/mob
Quest.wz/Check.img/3612	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3612/1/endmeso
Quest.wz/Check.img/3613	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3613/1/endmeso
Quest.wz/Check.img/3614	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3614/1/endmeso
Quest.wz/Check.img/3623	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3623/1/endmeso
Quest.wz/Check.img/3901	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3901/1/endmeso
Quest.wz/Check.img/3930	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/3930/1/endmeso
Quest.wz/Check.img/4307	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/4307/0/quest
Quest.wz/Check.img/5009	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/5009/1/endmeso
Quest.wz/Check.img/5010	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/5010/1/endmeso
Quest.wz/Check.img/5011	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/5011/1/endmeso
Quest.wz/Check.img/5012	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/5012/1/endmeso
Quest.wz/Check.img/6000	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/6000/1/endmeso
Quest.wz/Check.img/6030	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/6030/1/endmeso
Quest.wz/Check.img/6031	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/6031/1/endmeso
Quest.wz/Check.img/6032	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/6032/1/endmeso
Quest.wz/Check.img/6033	1	{'protect': 1}	{'ARRAY: writes INTO an existing slot': 1}	Quest.wz/Check.img/6033/1/infoex
